ticket_id,user_id,date_opened,category,severity,resolution_time_hours
2368,656,6/10/2023,Billing,Medium,117
2369,657,2/2/2024,Technical,Medium,49
2370,657,5/24/2024,Technical,Low,14
2371,658,2/4/2024,Billing,Medium,52
2372,658,11/30/2024,Technical,Medium,43
2373,658,11/18/2023,Technical,Low,29
2374,658,11/21/2024,Technical,High,41
2375,658,7/15/2024,Technical,Low,27
2376,658,11/15/2024,Billing,Medium,12
2377,658,11/20/2024,Technical,Low,22
2378,658,12/30/2024,Access,High,36
2379,658,10/9/2023,Billing,Medium,62
2380,659,12/20/2024,Access,Low,20
2381,659,7/17/2024,Technical,Low,32
2382,660,12/25/2024,Billing,Low,31
2383,660,12/7/2024,Technical,High,26
2384,660,12/11/2024,Technical,Low,3
2385,660,11/5/2024,Technical,Medium,67
2386,660,12/19/2024,Access,Medium,93
2387,661,1/6/2024,Billing,Low,31
2388,661,2/16/2024,Billing,Low,28
2389,662,12/29/2024,Access,Medium,99
2390,662,12/24/2024,Technical,Low,12
2391,663,12/13/2023,Access,High,52
2392,663,11/5/2023,Billing,High,34
2393,663,12/3/2023,Billing,Low,10
2394,663,10/12/2023,Billing,Low,31
2395,663,12/14/2023,Billing,Medium,32
2396,663,12/8/2023,Access,Medium,72
2397,663,9/4/2023,Billing,Medium,59
2398,665,2/29/2024,Technical,Low,11
2399,665,9/23/2024,Billing,High,52
2400,665,3/24/2024,Billing,High,5
2401,665,9/13/2024,Billing,Low,11
2402,666,12/4/2024,Technical,Low,5
2403,666,10/3/2024,Technical,Low,42
2404,666,12/5/2024,Access,Medium,109
2405,666,12/22/2024,Technical,Low,44
2406,666,11/21/2024,Technical,Low,10
2407,666,9/23/2024,Billing,Low,8
2408,666,11/18/2024,Access,High,64
2409,666,5/17/2024,Technical,High,45
2410,666,9/20/2024,Access,Medium,35
2411,666,12/19/2024,Technical,Low,14
2412,667,8/13/2024,Access,Medium,86
2413,667,6/15/2024,Technical,Medium,105
2414,667,6/1/2024,Billing,Low,46
2415,667,9/9/2024,Access,Medium,91
2416,667,6/14/2024,Billing,Low,19
2417,668,10/1/2024,Technical,Medium,37
2418,668,11/12/2024,Technical,Low,12
2419,668,8/3/2024,Technical,Medium,63
2420,668,11/10/2024,Access,Medium,116
2421,668,11/8/2024,Technical,High,38
2422,669,11/9/2024,Billing,High,31
2423,669,11/29/2024,Billing,Low,26
2424,670,12/21/2024,Technical,Low,21
2425,670,12/9/2024,Billing,Low,33
2426,670,6/24/2024,Billing,Low,35
2427,670,11/21/2024,Technical,Medium,21
2428,670,12/5/2024,Billing,Medium,109
2429,670,12/6/2024,Technical,Medium,33
2430,670,5/23/2024,Billing,High,7
2431,670,10/18/2024,Billing,Low,2
2432,671,5/19/2023,Billing,Low,1
2433,671,4/8/2023,Billing,Low,4
2434,671,12/31/2023,Billing,Low,43
2435,672,8/10/2023,Technical,High,57
2436,672,5/24/2024,Technical,Low,45
2437,672,4/25/2024,Billing,High,59
2438,672,1/10/2024,Billing,High,22
2439,672,12/11/2023,Access,Medium,38
2440,672,5/25/2024,Technical,Low,47
2441,672,5/17/2024,Technical,Low,23
2442,673,4/28/2024,Billing,Medium,98
2443,673,4/12/2024,Technical,Low,40
2444,673,8/28/2024,Technical,Medium,93
2445,673,6/1/2024,Access,Medium,97
2446,673,9/14/2024,Billing,Low,9
2447,674,4/25/2024,Technical,High,60
2448,674,3/12/2024,Billing,Low,46
2449,675,9/13/2024,Access,Low,47
2450,675,11/15/2024,Technical,Medium,81
2451,675,12/22/2024,Technical,Medium,90
2452,676,12/13/2024,Access,Medium,111
2453,676,12/26/2024,Billing,Medium,99
2454,676,12/18/2024,Billing,High,26
2455,676,12/26/2024,Access,Low,23
2456,676,12/18/2024,Technical,High,31
2457,678,8/25/2024,Technical,High,40
2458,679,3/16/2024,Access,Medium,91
2459,679,7/12/2024,Technical,High,4
2460,679,5/9/2024,Technical,Low,20
2461,679,5/1/2024,Billing,Low,37
2462,680,8/15/2024,Access,Medium,110
2463,682,12/17/2024,Billing,Low,6
2464,682,10/5/2024,Access,Low,10
2465,682,12/30/2024,Technical,Low,33
2466,682,9/28/2024,Technical,Low,33
2467,682,5/10/2024,Billing,Low,45
2468,684,6/27/2024,Access,Medium,21
2469,684,7/5/2024,Access,Medium,76
2470,684,6/4/2024,Billing,Medium,64
2471,684,3/24/2024,Billing,Low,6
2472,685,3/30/2024,Billing,Low,17
2473,685,9/22/2024,Access,High,54
2474,685,12/22/2024,Technical,Medium,90
2475,686,11/22/2024,Billing,Low,13
2476,686,11/7/2024,Technical,Low,13
2477,687,8/21/2024,Billing,Medium,105
2478,687,7/26/2024,Technical,Medium,21
2479,687,11/17/2024,Billing,High,38
2480,687,11/5/2024,Billing,Low,3
2481,687,10/13/2024,Technical,Low,31
2482,687,11/5/2024,Access,High,29
2483,687,7/13/2024,Billing,Low,31
2484,687,10/30/2024,Billing,Medium,26
2485,689,5/4/2024,Billing,Medium,75
2486,689,3/19/2024,Billing,High,37
2487,689,6/7/2024,Technical,Medium,63
2488,689,6/12/2024,Technical,Low,38
2489,689,9/27/2023,Technical,Low,17
2490,689,1/11/2024,Billing,Medium,87
2491,689,4/15/2024,Billing,Low,39
2492,689,4/27/2024,Billing,Medium,22
2493,689,5/17/2024,Technical,High,67
2494,689,11/24/2023,Billing,High,5
2495,689,4/22/2024,Access,Low,31
2496,690,6/7/2024,Access,Low,30
2497,690,5/20/2024,Technical,Low,1
2498,691,11/26/2023,Access,Medium,65
2499,691,11/8/2023,Billing,Medium,30
2500,691,7/4/2024,Technical,Low,13
2501,691,1/9/2024,Technical,High,13
2502,691,12/25/2024,Billing,Medium,66
2503,692,11/17/2023,Billing,High,23
2504,692,6/5/2024,Billing,High,36
2505,692,12/12/2024,Billing,Low,32
2506,692,12/5/2023,Access,Medium,39
2507,693,8/26/2024,Access,High,25
2508,693,10/11/2024,Technical,Low,7
2509,693,11/18/2024,Technical,Medium,48
2510,693,11/27/2024,Technical,Low,6
2511,693,8/4/2024,Technical,High,63
2512,694,5/19/2024,Billing,Low,11
2513,694,5/17/2024,Access,Low,10
2514,694,5/27/2024,Technical,Low,22
2515,694,6/15/2024,Technical,Medium,26
2516,694,4/29/2024,Billing,Medium,46
2517,694,6/11/2024,Billing,High,64
2518,694,6/5/2024,Access,Low,18
2519,694,5/22/2024,Billing,Medium,66
2520,697,3/14/2024,Access,Low,27
2521,697,6/17/2024,Billing,High,51
2522,697,6/23/2024,Billing,Low,2
2523,697,6/17/2024,Access,Low,17
2524,698,11/27/2024,Billing,Medium,83
2525,698,11/28/2024,Access,High,40
2526,698,11/26/2024,Technical,High,13
2527,698,12/13/2024,Access,Low,12
2528,698,11/17/2024,Technical,Medium,46
2529,698,11/17/2024,Billing,High,65
2530,698,12/29/2024,Billing,Medium,115
2531,698,11/5/2024,Billing,Low,33
2532,699,12/12/2024,Access,High,15
2533,699,12/24/2024,Billing,Medium,22
2534,700,10/14/2024,Technical,Low,38
2535,702,6/29/2024,Access,Low,31
2536,702,6/19/2024,Access,Medium,84
2537,702,11/23/2024,Access,Low,44
2538,702,6/30/2024,Access,Low,12
2539,702,9/14/2024,Technical,Low,40
2540,703,7/13/2023,Access,Low,33
2541,703,10/12/2023,Technical,Medium,20
2542,703,8/18/2023,Billing,Low,19
2543,703,8/6/2023,Access,High,25
2544,703,4/27/2024,Technical,Low,44
2545,704,11/3/2024,Technical,Low,2
2546,704,12/7/2024,Technical,Low,33
2547,704,12/15/2024,Technical,High,20
2548,704,11/20/2024,Billing,Medium,25
2549,704,11/28/2024,Access,High,33
2550,704,12/13/2024,Technical,Medium,102
2551,704,10/28/2024,Access,Low,41
2552,704,11/28/2024,Access,Low,11
2553,704,12/6/2024,Billing,High,17
2554,704,11/7/2024,Technical,Low,2
2555,704,12/8/2024,Access,Medium,36
2556,705,7/15/2024,Billing,High,28
2557,705,10/7/2024,Access,Low,43
2558,707,11/1/2024,Technical,Medium,112
2559,707,11/26/2024,Billing,Low,4
2560,707,9/9/2024,Technical,Low,17
2561,707,12/7/2024,Billing,Low,26
2562,707,12/12/2024,Billing,Medium,101
2563,708,12/30/2024,Technical,Low,34
2564,708,11/5/2024,Billing,Low,29
2565,708,11/24/2024,Technical,Low,44
2566,708,12/17/2024,Technical,Low,34
2567,709,12/26/2024,Access,Medium,38
2568,709,12/11/2024,Technical,Low,2
2569,709,12/2/2024,Technical,Medium,78
2570,709,11/5/2024,Billing,High,46
2571,709,12/30/2024,Access,High,45
2572,709,11/6/2024,Billing,Medium,119
2573,710,12/9/2024,Technical,Low,28
2574,711,6/26/2023,Technical,Low,23
2575,711,6/11/2023,Technical,Medium,75
2576,711,6/23/2023,Access,Low,24
2577,711,5/29/2023,Technical,Low,14
2578,711,6/24/2023,Billing,Low,3
2579,711,3/29/2023,Billing,Low,30
2580,711,5/29/2023,Technical,Medium,49
2581,711,7/10/2023,Billing,Low,37
2582,711,4/14/2023,Technical,Medium,77
2583,711,2/17/2023,Access,Medium,84
2584,711,5/9/2023,Billing,High,70
2585,712,5/1/2023,Technical,Low,6
2586,712,8/22/2024,Billing,Low,20
2587,712,10/31/2024,Access,Medium,85
2588,712,9/6/2024,Technical,Medium,106
2589,712,11/1/2024,Technical,Low,31
2590,713,11/7/2024,Access,Low,28
2591,714,5/14/2024,Access,Low,37
2592,714,10/29/2024,Technical,Medium,47
2593,714,6/10/2024,Access,Low,15
2594,717,12/24/2023,Access,Low,26
2595,717,2/7/2024,Technical,Medium,14
2596,717,1/19/2024,Technical,Low,34
2597,717,11/12/2023,Technical,Low,1
2598,717,8/18/2023,Billing,Low,19
2599,718,4/29/2024,Billing,Medium,14
2600,718,5/12/2023,Technical,Low,47
2601,719,9/7/2024,Technical,Low,6
2602,719,5/3/2024,Access,Medium,35
2603,719,1/5/2024,Billing,High,49
2604,720,12/10/2024,Technical,Low,23
2605,720,4/8/2024,Technical,Medium,112
2606,720,11/23/2024,Technical,Low,33
2607,720,6/4/2024,Billing,Low,12
2608,720,7/5/2024,Access,Low,37
2609,721,12/8/2024,Technical,Low,1
2610,722,10/12/2023,Access,Medium,118
2611,722,11/2/2023,Technical,Low,45
2612,722,9/5/2024,Billing,Medium,91
2613,722,9/14/2024,Access,Low,25
2614,725,9/19/2024,Billing,Medium,78
2615,725,5/26/2024,Technical,Low,25
2616,727,12/23/2024,Technical,Medium,91
2617,727,3/1/2024,Technical,High,36
2618,727,7/4/2024,Technical,Low,13
2619,727,6/2/2024,Access,Medium,101
2620,727,10/18/2023,Access,Low,41
2621,729,10/22/2024,Billing,High,7
2622,729,9/8/2024,Billing,Low,23
2623,729,7/31/2024,Technical,Medium,20
2624,729,11/18/2024,Access,Low,13
2625,729,11/30/2024,Technical,Low,13
2626,729,7/12/2024,Billing,Low,33
2627,729,6/9/2024,Billing,Medium,71
2628,729,12/20/2024,Technical,Medium,111
2629,730,6/8/2024,Billing,Medium,13
2630,730,5/11/2024,Access,Medium,39
2631,730,6/1/2024,Technical,High,41
2632,730,4/28/2024,Billing,Low,18
2633,730,10/25/2023,Billing,Low,17
2634,730,6/17/2024,Billing,Medium,98
2635,730,5/18/2024,Billing,Medium,28
2636,730,5/6/2024,Access,Low,19
2637,730,5/21/2023,Billing,Low,36
2638,730,5/12/2024,Technical,Low,37
2639,731,8/10/2024,Technical,Low,14
2640,732,6/22/2023,Billing,Low,45
2641,732,6/20/2023,Access,Medium,104
2642,732,8/22/2024,Access,Low,38
2643,732,9/13/2024,Access,Low,21
2644,732,9/7/2024,Billing,Low,20
2645,733,7/31/2024,Technical,Low,9
2646,734,6/11/2023,Technical,Medium,35
2647,734,9/21/2024,Technical,Low,37
2648,735,2/14/2024,Technical,Low,36
2649,735,5/19/2024,Billing,Low,5
2650,736,11/4/2024,Billing,High,4
2651,737,12/10/2024,Billing,Low,45
2652,737,12/18/2024,Access,Low,34
2653,737,11/29/2024,Technical,Low,27
2654,740,4/17/2023,Access,Low,42
2655,740,5/16/2023,Billing,Low,38
2656,740,5/2/2023,Billing,Low,7
2657,741,2/28/2024,Billing,Low,31
2658,742,5/16/2024,Technical,High,25
2659,742,6/29/2024,Billing,High,51
2660,742,6/18/2024,Billing,High,22
2661,742,7/13/2024,Technical,High,19
2662,743,11/19/2024,Access,Low,4
2663,743,8/31/2023,Billing,High,26
2664,743,1/16/2024,Billing,Medium,113
2665,744,10/30/2023,Billing,Medium,51
2666,744,3/8/2024,Billing,Low,34
2667,744,6/17/2023,Access,Medium,98
2668,744,10/15/2024,Technical,Medium,46
2669,744,10/5/2024,Technical,Medium,106
2670,745,12/24/2024,Technical,High,21
2671,745,12/25/2024,Billing,Low,25
2672,745,11/18/2024,Access,Low,45
2673,746,6/8/2023,Billing,Low,40
2674,746,7/1/2023,Billing,Low,44
2675,746,7/17/2023,Billing,Low,22
2676,747,10/3/2023,Billing,Medium,78
2677,747,11/4/2023,Billing,Medium,25
2678,747,11/24/2023,Technical,Medium,118
2679,747,11/5/2023,Technical,Low,18
2680,747,10/14/2023,Technical,Medium,60
2681,747,10/2/2023,Billing,High,33
2682,747,9/8/2023,Technical,Low,34
2683,747,10/25/2023,Technical,High,66
2684,748,9/7/2024,Access,Low,40
2685,749,12/20/2024,Billing,High,53
2686,749,7/6/2024,Billing,High,15
2687,749,12/14/2024,Access,Medium,23
2688,750,12/9/2024,Technical,High,12
2689,750,11/17/2024,Access,Low,24
2690,750,12/7/2024,Technical,Low,18
2691,750,12/5/2024,Technical,High,40
2692,751,10/4/2023,Billing,Medium,84
2693,751,9/18/2023,Access,Low,3
2694,751,1/4/2024,Access,Medium,99
2695,751,1/14/2024,Technical,Medium,29
2696,751,1/22/2024,Technical,Medium,35
2697,751,1/26/2024,Access,High,71
2698,751,6/17/2023,Technical,Low,3
2699,753,12/21/2024,Access,Medium,106
2700,754,11/29/2024,Access,High,64
2701,754,6/18/2024,Billing,Low,14
2702,754,5/25/2024,Billing,Low,33
2703,755,12/21/2024,Billing,Low,27
2704,755,12/28/2024,Billing,Medium,89
2705,755,12/24/2024,Billing,Medium,100
2706,756,10/20/2024,Technical,Low,21
2707,757,12/30/2024,Access,Low,11
2708,757,11/26/2024,Billing,Low,47
2709,757,6/25/2024,Technical,High,4
2710,757,12/14/2024,Billing,Low,25
2711,758,3/22/2024,Access,High,46
2712,759,12/14/2024,Technical,Low,24
2713,759,11/4/2024,Technical,Medium,91
2714,759,11/28/2024,Billing,Medium,105
2715,760,11/14/2024,Access,Low,10
2716,760,12/12/2024,Billing,Medium,92
2717,760,11/11/2024,Billing,Low,42
2718,760,12/23/2024,Billing,Low,2
2719,760,12/4/2024,Access,Low,16
2720,760,12/10/2024,Billing,Medium,55
2721,760,11/4/2024,Technical,High,65
2722,760,9/24/2024,Access,Medium,79
2723,760,11/27/2024,Billing,Medium,71
2724,760,10/7/2024,Technical,Low,36
2725,761,7/23/2024,Technical,Medium,30
2726,761,11/30/2023,Billing,Medium,94
2727,761,6/17/2024,Billing,Medium,84
2728,761,9/5/2024,Technical,Low,5
2729,761,10/7/2024,Access,Low,32
2730,762,7/3/2024,Billing,Medium,39
2731,762,8/13/2023,Technical,Medium,42
2732,762,11/25/2024,Technical,Low,5
2733,762,11/26/2023,Billing,Low,35
2734,762,8/23/2023,Technical,Low,38
2735,763,12/4/2023,Billing,Low,42
2736,763,12/30/2023,Billing,Medium,30
2737,763,12/22/2023,Technical,Medium,17
2738,763,12/6/2023,Technical,High,60
2739,763,12/12/2023,Billing,Low,16
2740,763,1/5/2024,Billing,Low,13
2741,763,12/17/2023,Billing,Low,21
2742,763,12/10/2023,Access,Low,3
2743,763,11/23/2023,Access,Low,19
2744,764,10/8/2024,Access,High,33
2745,764,11/23/2024,Access,Low,28
2746,764,5/20/2023,Technical,High,35
2747,764,10/15/2023,Billing,High,30
2748,765,12/26/2024,Technical,Medium,92
2749,765,12/9/2024,Billing,Low,19
2750,765,10/3/2024,Billing,Low,26
2751,765,10/5/2024,Billing,Low,12
2752,765,12/28/2024,Billing,Low,10
2753,765,8/29/2024,Technical,Low,23
2754,765,10/17/2024,Technical,Low,47
2755,765,11/27/2024,Billing,Medium,97
2756,766,3/1/2023,Billing,Medium,82
2757,766,5/8/2024,Billing,Medium,20
2758,766,3/19/2023,Technical,Low,41
2759,767,5/18/2024,Billing,High,4
2760,767,11/10/2024,Technical,Medium,69
2761,767,12/19/2024,Technical,Low,47
2762,770,4/30/2024,Technical,Medium,46
2763,770,6/8/2024,Access,Low,39
2764,770,7/26/2024,Technical,Medium,103
2765,770,9/13/2024,Access,High,24
2766,771,10/26/2024,Access,Low,41
2767,771,9/1/2024,Billing,Low,7
2768,772,11/26/2023,Technical,Medium,35
2769,773,4/19/2023,Billing,Medium,39
2770,773,11/21/2023,Technical,Medium,92
2771,773,4/3/2024,Technical,Low,45
2772,773,10/13/2024,Billing,Medium,17
2773,773,11/19/2024,Access,Low,17
2774,773,9/29/2024,Technical,Medium,19
2775,773,7/31/2024,Technical,Low,23
2776,774,11/13/2024,Technical,High,5
2777,774,10/25/2024,Technical,Medium,75
2778,774,9/20/2024,Billing,Medium,44
2779,775,12/23/2024,Billing,Low,1
2780,775,12/26/2024,Billing,Medium,92
2781,775,12/25/2024,Technical,Medium,111
2782,775,12/19/2024,Access,Medium,48
2783,776,11/17/2024,Technical,High,54
2784,776,10/24/2024,Access,Low,38
2785,776,11/6/2024,Technical,Low,22
2786,776,10/15/2024,Billing,Low,19
2787,776,11/9/2024,Billing,Low,44
2788,777,9/20/2023,Billing,Low,45
2789,777,3/21/2024,Billing,Low,22
2790,777,10/1/2023,Billing,High,65
2791,777,11/28/2023,Technical,Low,3
2792,778,11/20/2024,Billing,Low,7
2793,778,11/20/2023,Technical,Medium,90
2794,778,11/27/2023,Technical,Low,47
2795,778,12/1/2023,Billing,Low,32
2796,778,11/12/2023,Access,Medium,78
2797,779,12/22/2024,Access,Low,41
2798,779,12/27/2024,Billing,High,48
2799,779,12/30/2024,Technical,Low,38
2800,780,11/15/2023,Access,Low,9
2801,780,12/8/2024,Access,Low,8
2802,780,12/1/2024,Billing,High,59
2803,780,10/19/2024,Access,Low,7
2804,780,11/9/2023,Billing,Medium,94
2805,781,12/16/2024,Access,High,46
2806,781,12/30/2024,Technical,Low,19
2807,781,12/5/2024,Billing,Low,25
2808,781,12/21/2024,Technical,Medium,106
2809,782,9/28/2024,Technical,Low,6
2810,782,11/21/2024,Access,Low,40
2811,782,12/17/2024,Technical,Medium,72
2812,782,9/7/2024,Billing,High,23
2813,782,10/4/2024,Access,Medium,31
2814,784,10/5/2024,Billing,Low,13
2815,784,10/19/2024,Technical,High,62
2816,784,10/11/2024,Access,Medium,62
2817,785,4/20/2024,Access,High,55
2818,786,7/1/2024,Technical,Low,36
2819,787,9/26/2024,Billing,Medium,77
2820,787,10/24/2024,Technical,Medium,109
2821,787,9/1/2024,Access,Low,47
2822,787,8/23/2024,Billing,High,67
2823,789,12/7/2024,Technical,Low,34
2824,789,11/27/2024,Access,Low,44
2825,789,12/21/2024,Access,Low,5
2826,789,12/11/2024,Technical,Medium,61
2827,790,3/7/2024,Technical,Medium,42
2828,790,1/30/2024,Technical,Low,42
2829,790,2/15/2024,Billing,Low,47
2830,790,1/26/2024,Billing,High,66
2831,790,1/25/2024,Technical,Low,4
2832,790,2/14/2024,Billing,High,44
2833,791,9/21/2023,Billing,High,25
2834,791,8/16/2023,Technical,Low,37
2835,791,9/2/2023,Billing,Low,16
2836,791,8/16/2023,Technical,Medium,77
2837,791,9/20/2023,Technical,Low,23
2838,791,9/11/2023,Access,Low,17
2839,791,9/23/2023,Billing,Medium,59
2840,791,8/18/2023,Billing,Low,2
2841,792,10/26/2024,Technical,Low,25
2842,792,9/11/2024,Billing,Medium,52
2843,792,10/29/2024,Billing,Low,7
2844,792,6/28/2024,Access,Low,33
2845,792,10/17/2024,Technical,Medium,108
2846,793,10/25/2024,Billing,Medium,96
2847,793,12/13/2024,Billing,Medium,37
2848,793,11/23/2024,Billing,Low,31
2849,793,12/29/2024,Technical,Low,30
2850,793,11/21/2024,Technical,Low,8
2851,793,12/11/2024,Technical,Medium,54
2852,793,11/30/2024,Technical,Medium,30
2853,793,12/2/2024,Technical,Low,26
2854,793,12/1/2024,Billing,Low,39
2855,794,11/30/2024,Technical,Medium,111
2856,794,2/9/2024,Billing,Low,39
2857,795,5/20/2024,Billing,Low,21
2858,795,3/19/2023,Technical,Medium,102
2859,795,12/23/2023,Technical,Medium,81
2860,795,10/23/2023,Technical,Medium,72
2861,795,10/29/2024,Access,Low,45
2862,796,8/19/2024,Technical,High,49
2863,796,7/25/2024,Technical,Medium,53
2864,796,7/17/2024,Technical,Low,46
2865,796,8/5/2024,Technical,Low,39
2866,797,7/3/2024,Billing,Low,22
2867,797,6/23/2024,Technical,Medium,52
2868,797,9/25/2024,Technical,High,48
2869,797,11/27/2024,Billing,Low,40
2870,798,12/21/2023,Billing,Low,44
2871,798,6/16/2023,Billing,Low,40
2872,798,12/23/2024,Access,Low,3
2873,799,10/11/2024,Access,Low,42
2874,799,8/29/2024,Billing,Low,39
2875,799,5/29/2024,Technical,Low,23
2876,799,4/1/2024,Access,Low,19
2877,799,11/28/2024,Technical,Low,24
2878,800,6/5/2024,Technical,Low,15
2879,800,5/17/2024,Billing,Medium,92
2880,800,8/7/2024,Billing,Low,7
2881,801,12/29/2024,Billing,Medium,74
2882,801,12/2/2024,Billing,Low,21
2883,801,12/6/2024,Billing,Low,3
2884,801,11/30/2024,Access,Low,26
2885,801,11/24/2024,Technical,Low,10
2886,802,5/3/2024,Access,Medium,85
2887,802,7/21/2024,Technical,Low,44
2888,802,10/7/2024,Billing,Medium,87
2889,802,8/6/2024,Technical,Low,19
2890,804,12/4/2024,Technical,Medium,74
2891,804,10/5/2024,Technical,Medium,34
2892,805,9/20/2024,Technical,Low,5
2893,805,12/5/2024,Technical,Medium,46
2894,807,9/2/2024,Access,Low,23
2895,807,7/31/2024,Technical,Medium,35
2896,807,12/3/2024,Access,High,13
2897,807,11/7/2024,Access,Medium,83
2898,807,8/3/2024,Billing,Low,26
2899,808,12/4/2024,Technical,Medium,30
2900,808,11/9/2024,Billing,Low,18
2901,808,11/7/2024,Billing,Low,9
2902,808,12/27/2024,Billing,Medium,66
2903,808,12/26/2024,Access,Low,25
2904,808,11/13/2024,Technical,Low,33
2905,808,12/14/2024,Technical,High,13
2906,808,12/24/2024,Technical,Medium,81
2907,808,12/17/2024,Technical,Medium,63
2908,809,12/9/2023,Technical,Low,3
2909,809,2/10/2024,Billing,Low,1
2910,809,11/19/2023,Billing,Low,29
2911,809,2/8/2024,Billing,Medium,13
2912,809,12/21/2023,Billing,Low,3
2913,809,1/25/2024,Billing,Low,34
2914,809,12/28/2023,Technical,Medium,39
2915,809,1/4/2024,Technical,Low,11
2916,809,12/30/2023,Technical,High,42
2917,809,1/2/2024,Technical,Medium,41
2918,809,2/7/2024,Access,Low,44
2919,810,12/14/2024,Access,Low,40
2920,810,10/3/2024,Billing,Medium,109
2921,810,10/20/2024,Access,Low,36
2922,810,11/6/2024,Billing,High,14
2923,811,8/31/2024,Technical,Low,14
2924,811,9/21/2024,Technical,High,55
2925,811,10/20/2024,Access,Medium,112
2926,812,8/2/2024,Billing,Low,7
2927,812,10/9/2024,Billing,High,67
2928,812,10/19/2024,Technical,Low,6
2929,812,9/9/2024,Technical,High,8
2930,812,10/2/2024,Access,Low,38
2931,812,10/5/2024,Technical,Low,1
2932,813,7/25/2024,Technical,Medium,18
2933,813,6/26/2024,Access,Low,10
2934,814,8/19/2024,Access,Medium,37
2935,814,11/14/2024,Access,Medium,16
2936,814,5/21/2024,Technical,Medium,53
2937,814,11/17/2024,Billing,Low,6
2938,814,4/18/2024,Billing,Medium,78
2939,815,12/17/2024,Access,Low,42
2940,815,11/18/2024,Billing,Low,47
2941,815,11/11/2024,Billing,Low,46
2942,816,7/25/2024,Technical,Medium,59
2943,816,11/6/2024,Billing,Low,18
2944,816,10/9/2024,Access,Low,16
2945,816,8/14/2024,Billing,Low,22
2946,816,11/7/2024,Access,High,56
2947,816,11/7/2023,Billing,Low,19
2948,816,10/11/2024,Technical,Low,20
2949,816,5/30/2024,Billing,Medium,86
2950,816,11/22/2024,Billing,Medium,81
2951,816,10/27/2024,Technical,Low,2
2952,816,1/9/2024,Access,High,18
2953,817,8/9/2024,Access,Medium,47
2954,819,3/27/2024,Access,High,38
2955,819,5/30/2023,Billing,Medium,17
2956,819,3/12/2024,Access,Medium,63
2957,819,4/11/2024,Billing,Low,31
2958,819,4/6/2024,Billing,High,35
2959,819,10/11/2023,Access,Medium,67
2960,819,4/12/2024,Technical,Low,32
2961,819,3/16/2024,Billing,Low,4
2962,819,3/14/2024,Billing,Medium,92
2963,819,12/26/2023,Technical,Medium,62
2964,819,2/18/2024,Access,Low,37
2965,820,3/13/2024,Billing,Medium,23
2966,820,5/11/2024,Access,High,19
2967,821,5/3/2024,Billing,Low,16
2968,821,6/22/2024,Technical,Medium,111
2969,821,11/7/2024,Technical,Low,2
2970,822,11/16/2023,Billing,Low,40
2971,822,12/18/2023,Access,Medium,111
2972,823,7/16/2024,Billing,Low,40
2973,823,8/2/2024,Technical,Low,9
2974,823,12/28/2024,Billing,Medium,26
2975,824,12/29/2024,Billing,Low,11
2976,824,12/1/2024,Access,Medium,53
2977,825,10/4/2024,Access,Medium,50
2978,825,10/26/2024,Technical,Medium,97
2979,825,12/16/2024,Access,Medium,44
2980,826,11/26/2024,Technical,Medium,61
2981,826,11/20/2024,Technical,Low,47
2982,826,12/16/2024,Technical,Low,23
2983,826,12/6/2024,Technical,Medium,104
2984,826,12/25/2024,Technical,High,48
2985,827,2/15/2024,Technical,Low,39
2986,827,3/4/2024,Billing,Medium,88
2987,827,4/14/2024,Billing,Medium,99
2988,827,4/14/2024,Billing,Low,26
2989,827,3/24/2024,Billing,Medium,118
2990,827,4/14/2024,Access,Low,28
2991,827,1/31/2024,Billing,Medium,15
2992,827,1/24/2024,Billing,High,32
2993,827,4/6/2024,Technical,Low,15
2994,827,3/21/2024,Billing,Low,13
2995,828,7/29/2024,Billing,Medium,100
2996,828,4/29/2024,Billing,Low,45
2997,828,3/27/2024,Access,Medium,89
2998,829,8/12/2023,Billing,Medium,13
2999,829,9/7/2023,Access,Low,25
3000,829,8/31/2023,Access,Medium,90
3001,829,9/1/2023,Technical,Low,46
3002,830,12/5/2024,Access,Medium,84
3003,831,12/27/2024,Billing,Medium,60
3004,831,2/23/2024,Technical,Low,13
3005,831,11/26/2024,Technical,Medium,75
3006,831,12/22/2024,Access,Low,3
3007,831,9/19/2024,Technical,Low,18
3008,831,12/24/2024,Access,Medium,24
3009,831,12/6/2024,Billing,Medium,116
3010,831,12/9/2024,Billing,Medium,15
3011,831,2/18/2024,Billing,Medium,90
3012,831,8/5/2024,Billing,Low,40
3013,831,11/21/2024,Billing,Low,47
3014,832,10/4/2023,Technical,Medium,71
3015,832,11/15/2023,Access,Low,1
3016,832,9/22/2024,Billing,Medium,28
3017,834,10/18/2024,Billing,Medium,71
3018,834,9/22/2024,Access,High,55
3019,834,10/18/2024,Access,Medium,61
3020,834,12/6/2024,Billing,High,54
3021,834,9/1/2024,Billing,High,12
3022,835,1/1/2024,Billing,Medium,63
3023,835,11/24/2024,Billing,Low,25
3024,835,1/18/2024,Billing,Medium,18
3025,835,11/12/2024,Technical,High,37
3026,835,12/15/2024,Technical,Medium,18
3027,835,12/29/2024,Billing,Medium,103
3028,835,11/2/2024,Technical,Low,8
3029,835,11/2/2024,Technical,Medium,30
3030,835,11/19/2024,Technical,High,10
3031,835,9/28/2024,Billing,Medium,24
3032,836,10/4/2023,Access,Low,40
3033,836,11/4/2023,Technical,Low,42
