transaction_id,user_id,payment_date,amount,status
8765,777,12/5/2023,14.99,Success
8766,777,1/4/2024,14.99,Success
8767,777,2/3/2024,14.99,Success
8768,777,3/4/2024,14.99,Success
8769,777,4/3/2024,14.99,Success
8770,777,5/3/2024,14.99,Success
8771,777,6/2/2024,14.99,Success
8772,777,7/2/2024,14.99,Success
8773,777,8/1/2024,14.99,Success
8774,777,8/31/2024,14.99,Success
8775,777,9/30/2024,14.99,Success
8776,777,10/30/2024,14.99,Success
8777,777,11/29/2024,14.99,Success
8778,777,12/29/2024,14.99,Success
8779,778,4/15/2023,29.99,Success
8780,778,5/15/2023,29.99,Success
8781,778,6/14/2023,29.99,Success
8782,778,7/14/2023,29.99,Success
8783,778,8/13/2023,29.99,Success
8784,778,9/12/2023,29.99,Success
8785,778,10/12/2023,29.99,Success
8786,778,11/11/2023,29.99,Success
8787,778,12/11/2023,29.99,Success
8788,778,1/10/2024,29.99,Success
8789,778,2/9/2024,29.99,Success
8790,778,3/10/2024,29.99,Success
8791,778,4/9/2024,29.99,Success
8792,778,5/9/2024,29.99,Success
8793,778,6/8/2024,29.99,Success
8794,778,7/8/2024,29.99,Success
8795,778,8/7/2024,29.99,Success
8796,778,9/6/2024,29.99,Success
8797,778,10/6/2024,29.99,Success
8798,778,11/5/2024,29.99,Success
8799,778,12/5/2024,29.99,Success
8800,779,12/14/2024,29.99,Success
8801,780,11/5/2023,14.99,Success
8802,780,12/5/2023,14.99,Success
8803,780,1/4/2024,14.99,Success
8804,780,2/3/2024,14.99,Success
8805,780,3/4/2024,14.99,Success
8806,780,4/3/2024,14.99,Success
8807,780,5/3/2024,14.99,Success
8808,780,6/2/2024,14.99,Success
8809,780,7/2/2024,14.99,Success
8810,780,8/1/2024,14.99,Success
8811,780,8/31/2024,14.99,Success
8812,780,9/30/2024,14.99,Success
8813,780,10/30/2024,14.99,Success
8814,780,11/29/2024,14.99,Success
8815,780,12/29/2024,14.99,Success
8816,781,12/1/2024,14.99,Success
8817,781,12/31/2024,14.99,Success
8818,782,9/6/2024,14.99,Success
8819,782,10/6/2024,14.99,Failed
8820,782,11/5/2024,14.99,Success
8821,782,12/5/2024,14.99,Success
8822,783,5/4/2023,14.99,Success
8823,783,6/3/2023,14.99,Success
8824,783,7/3/2023,14.99,Success
8825,783,8/2/2023,14.99,Success
8826,783,9/1/2023,14.99,Success
8827,783,10/1/2023,14.99,Success
8828,783,10/31/2023,14.99,Success
8829,783,11/30/2023,14.99,Success
8830,783,12/30/2023,14.99,Success
8831,783,1/29/2024,14.99,Success
8832,783,2/28/2024,14.99,Success
8833,783,3/29/2024,14.99,Success
8834,783,4/28/2024,14.99,Success
8835,783,5/28/2024,14.99,Success
8836,783,6/27/2024,14.99,Failed
8837,783,7/27/2024,14.99,Success
8838,783,8/26/2024,14.99,Success
8839,783,9/25/2024,14.99,Success
8840,783,10/25/2024,14.99,Success
8841,783,11/24/2024,14.99,Success
8842,783,12/24/2024,14.99,Success
8843,784,8/2/2024,29.99,Success
8844,784,9/1/2024,29.99,Success
8845,784,10/1/2024,29.99,Success
8846,784,10/31/2024,29.99,Success
8847,784,11/30/2024,29.99,Success
8848,784,12/30/2024,29.99,Success
8849,785,2/12/2023,14.99,Success
8850,785,3/14/2023,14.99,Success
8851,785,4/13/2023,14.99,Success
8852,785,5/13/2023,14.99,Success
8853,785,6/12/2023,14.99,Success
8854,785,7/12/2023,14.99,Success
8855,785,8/11/2023,14.99,Success
8856,785,9/10/2023,14.99,Success
8857,785,10/10/2023,14.99,Success
8858,785,11/9/2023,14.99,Success
8859,785,12/9/2023,14.99,Success
8860,785,1/8/2024,14.99,Success
8861,785,2/7/2024,14.99,Success
8862,785,3/8/2024,14.99,Success
8863,785,4/7/2024,14.99,Success
8864,785,5/7/2024,14.99,Success
8865,785,6/6/2024,14.99,Success
8866,785,7/6/2024,14.99,Success
8867,785,8/5/2024,14.99,Success
8868,785,9/4/2024,14.99,Success
8869,785,10/4/2024,14.99,Success
8870,785,11/3/2024,14.99,Success
8871,785,12/3/2024,14.99,Success
8872,786,12/22/2023,29.99,Success
8873,786,1/21/2024,29.99,Success
8874,786,2/20/2024,29.99,Success
8875,786,3/21/2024,29.99,Success
8876,786,4/20/2024,29.99,Success
8877,786,5/20/2024,29.99,Success
8878,786,6/19/2024,29.99,Success
8879,786,7/19/2024,29.99,Success
8880,786,8/18/2024,29.99,Success
8881,786,9/17/2024,29.99,Success
8882,786,10/17/2024,29.99,Success
8883,786,11/16/2024,29.99,Success
8884,786,12/16/2024,29.99,Success
8885,787,6/29/2024,29.99,Success
8886,787,7/29/2024,29.99,Success
8887,787,8/28/2024,29.99,Success
8888,787,9/27/2024,29.99,Success
8889,787,10/27/2024,29.99,Success
8890,787,11/26/2024,29.99,Success
8891,787,12/26/2024,29.99,Success
8892,788,3/14/2024,49.99,Success
8893,788,4/13/2024,49.99,Success
8894,788,5/13/2024,49.99,Success
8895,788,6/12/2024,49.99,Success
8896,788,7/12/2024,49.99,Success
8897,788,8/11/2024,49.99,Success
8898,788,9/10/2024,49.99,Success
8899,788,10/10/2024,49.99,Success
8900,788,11/9/2024,49.99,Success
8901,788,12/9/2024,49.99,Success
8902,789,11/8/2024,49.99,Success
8903,789,12/8/2024,49.99,Success
8904,790,1/15/2024,14.99,Failed
8905,790,2/14/2024,14.99,Success
8906,791,3/12/2023,49.99,Success
8907,791,4/11/2023,49.99,Success
8908,791,5/11/2023,49.99,Success
8909,791,6/10/2023,49.99,Success
8910,791,7/10/2023,49.99,Success
8911,791,8/9/2023,49.99,Success
8912,791,9/8/2023,49.99,Success
8913,792,6/2/2024,14.99,Success
8914,792,7/2/2024,14.99,Success
8915,792,8/1/2024,14.99,Success
8916,792,8/31/2024,14.99,Success
8917,792,9/30/2024,14.99,Failed
8918,792,10/30/2024,14.99,Failed
8919,793,10/25/2024,14.99,Success
8920,793,11/24/2024,14.99,Failed
8921,793,12/24/2024,14.99,Success
8922,794,12/16/2023,49.99,Success
8923,794,1/15/2024,49.99,Success
8924,794,2/14/2024,49.99,Success
8925,794,3/15/2024,49.99,Success
8926,794,4/14/2024,49.99,Success
8927,794,5/14/2024,49.99,Success
8928,794,6/13/2024,49.99,Success
8929,794,7/13/2024,49.99,Success
8930,794,8/12/2024,49.99,Success
8931,794,9/11/2024,49.99,Success
8932,794,10/11/2024,49.99,Success
8933,794,11/10/2024,49.99,Success
8934,794,12/10/2024,49.99,Success
8935,795,1/13/2023,29.99,Success
8936,795,2/12/2023,29.99,Success
8937,795,3/14/2023,29.99,Success
8938,795,4/13/2023,29.99,Success
8939,795,5/13/2023,29.99,Success
8940,795,6/12/2023,29.99,Success
8941,795,7/12/2023,29.99,Success
8942,795,8/11/2023,29.99,Success
8943,795,9/10/2023,29.99,Success
8944,795,10/10/2023,29.99,Success
8945,795,11/9/2023,29.99,Success
8946,795,12/9/2023,29.99,Success
8947,795,1/8/2024,29.99,Success
8948,795,2/7/2024,29.99,Success
8949,795,3/8/2024,29.99,Success
8950,795,4/7/2024,29.99,Success
8951,795,5/7/2024,29.99,Success
8952,795,6/6/2024,29.99,Success
8953,795,7/6/2024,29.99,Success
8954,795,8/5/2024,29.99,Success
8955,795,9/4/2024,29.99,Success
8956,795,10/4/2024,29.99,Success
8957,795,11/3/2024,29.99,Success
8958,795,12/3/2024,29.99,Success
8959,796,3/6/2024,29.99,Success
8960,796,4/5/2024,29.99,Success
8961,796,5/5/2024,29.99,Success
8962,796,6/4/2024,29.99,Success
8963,796,7/4/2024,29.99,Success
8964,796,8/3/2024,29.99,Success
8965,796,9/2/2024,29.99,Success
8966,796,10/2/2024,29.99,Success
8967,796,11/1/2024,29.99,Success
8968,796,12/1/2024,29.99,Success
8969,796,12/31/2024,29.99,Success
8970,797,5/16/2024,14.99,Success
8971,797,6/15/2024,14.99,Success
8972,797,7/15/2024,14.99,Success
8973,797,8/14/2024,14.99,Success
8974,797,9/13/2024,14.99,Success
8975,797,10/13/2024,14.99,Success
8976,797,11/12/2024,14.99,Success
8977,797,12/12/2024,14.99,Failed
8978,798,4/19/2023,49.99,Failed
8979,798,5/19/2023,49.99,Success
8980,798,6/18/2023,49.99,Success
8981,798,7/18/2023,49.99,Success
8982,798,8/17/2023,49.99,Success
8983,798,9/16/2023,49.99,Success
8984,798,10/16/2023,49.99,Success
8985,798,11/15/2023,49.99,Success
8986,798,12/15/2023,49.99,Success
8987,798,1/14/2024,49.99,Success
8988,798,2/13/2024,49.99,Success
8989,798,3/14/2024,49.99,Success
8990,798,4/13/2024,49.99,Success
8991,798,5/13/2024,49.99,Success
8992,798,6/12/2024,49.99,Success
8993,798,7/12/2024,49.99,Success
8994,798,8/11/2024,49.99,Success
8995,798,9/10/2024,49.99,Success
8996,798,10/10/2024,49.99,Success
8997,798,11/9/2024,49.99,Success
8998,798,12/9/2024,49.99,Success
8999,799,3/19/2024,29.99,Success
9000,799,4/18/2024,29.99,Success
9001,799,5/18/2024,29.99,Success
9002,799,6/17/2024,29.99,Success
9003,799,7/17/2024,29.99,Success
9004,799,8/16/2024,29.99,Failed
9005,799,9/15/2024,29.99,Success
9006,799,10/15/2024,29.99,Success
9007,799,11/14/2024,29.99,Success
9008,799,12/14/2024,29.99,Success
9009,800,1/6/2024,14.99,Success
9010,800,2/5/2024,14.99,Success
9011,800,3/6/2024,14.99,Success
9012,800,4/5/2024,14.99,Success
9013,800,5/5/2024,14.99,Success
9014,800,6/4/2024,14.99,Success
9015,800,7/4/2024,14.99,Success
9016,800,8/3/2024,14.99,Success
9017,800,9/2/2024,14.99,Success
9018,800,10/2/2024,14.99,Success
9019,800,11/1/2024,14.99,Success
9020,800,12/1/2024,14.99,Success
9021,800,12/31/2024,14.99,Success
9022,801,10/12/2024,14.99,Failed
9023,801,11/11/2024,14.99,Success
9024,801,12/11/2024,14.99,Success
9025,802,4/15/2024,14.99,Success
9026,802,5/15/2024,14.99,Success
9027,802,6/14/2024,14.99,Success
9028,802,7/14/2024,14.99,Success
9029,802,8/13/2024,14.99,Success
9030,802,9/12/2024,14.99,Success
9031,802,10/12/2024,14.99,Success
9032,802,11/11/2024,14.99,Success
9033,802,12/11/2024,14.99,Success
9034,803,12/25/2024,14.99,Success
9035,804,6/6/2023,14.99,Success
9036,804,7/6/2023,14.99,Success
9037,804,8/5/2023,14.99,Success
9038,804,9/4/2023,14.99,Success
9039,804,10/4/2023,14.99,Success
9040,804,11/3/2023,14.99,Success
9041,804,12/3/2023,14.99,Success
9042,804,1/2/2024,14.99,Success
9043,804,2/1/2024,14.99,Success
9044,804,3/2/2024,14.99,Success
9045,804,4/1/2024,14.99,Success
9046,804,5/1/2024,14.99,Success
9047,804,5/31/2024,14.99,Success
9048,804,6/30/2024,14.99,Success
9049,804,7/30/2024,14.99,Success
9050,804,8/29/2024,14.99,Success
9051,804,9/28/2024,14.99,Success
9052,804,10/28/2024,14.99,Success
9053,804,11/27/2024,14.99,Success
9054,804,12/27/2024,14.99,Success
9055,805,3/21/2024,49.99,Success
9056,805,4/20/2024,49.99,Success
9057,805,5/20/2024,49.99,Success
9058,805,6/19/2024,49.99,Success
9059,805,7/19/2024,49.99,Success
9060,805,8/18/2024,49.99,Success
9061,805,9/17/2024,49.99,Success
9062,805,10/17/2024,49.99,Success
9063,805,11/16/2024,49.99,Success
9064,805,12/16/2024,49.99,Success
9065,806,6/30/2023,14.99,Success
9066,806,7/30/2023,14.99,Success
9067,806,8/29/2023,14.99,Success
9068,806,9/28/2023,14.99,Success
9069,806,10/28/2023,14.99,Success
9070,806,11/27/2023,14.99,Success
9071,806,12/27/2023,14.99,Success
9072,806,1/26/2024,14.99,Success
9073,806,2/25/2024,14.99,Success
9074,806,3/26/2024,14.99,Success
9075,806,4/25/2024,14.99,Success
9076,806,5/25/2024,14.99,Success
9077,806,6/24/2024,14.99,Success
9078,806,7/24/2024,14.99,Success
9079,806,8/23/2024,14.99,Success
9080,806,9/22/2024,14.99,Success
9081,806,10/22/2024,14.99,Success
9082,806,11/21/2024,14.99,Success
9083,806,12/21/2024,14.99,Success
9084,807,6/18/2024,29.99,Success
9085,807,7/18/2024,29.99,Success
9086,807,8/17/2024,29.99,Success
9087,807,9/16/2024,29.99,Success
9088,807,10/16/2024,29.99,Success
9089,807,11/15/2024,29.99,Success
9090,807,12/15/2024,29.99,Success
9091,808,10/28/2024,14.99,Success
9092,808,11/27/2024,14.99,Success
9093,808,12/27/2024,14.99,Failed
9094,809,10/4/2023,14.99,Success
9095,809,11/3/2023,14.99,Success
9096,809,12/3/2023,14.99,Success
9097,809,1/2/2024,14.99,Success
9098,809,2/1/2024,14.99,Success
9099,810,9/22/2024,14.99,Success
9100,810,10/22/2024,14.99,Success
9101,810,11/21/2024,14.99,Success
9102,810,12/21/2024,14.99,Failed
9103,811,7/5/2024,29.99,Success
9104,811,8/4/2024,29.99,Success
9105,811,9/3/2024,29.99,Success
9106,811,10/3/2024,29.99,Success
9107,811,11/2/2024,29.99,Success
9108,811,12/2/2024,29.99,Success
9109,812,5/10/2024,14.99,Success
9110,812,6/9/2024,14.99,Success
9111,812,7/9/2024,14.99,Success
9112,812,8/8/2024,14.99,Success
9113,812,9/7/2024,14.99,Failed
9114,812,10/7/2024,14.99,Success
9115,813,4/21/2024,14.99,Success
9116,813,5/21/2024,14.99,Success
9117,813,6/20/2024,14.99,Success
9118,813,7/20/2024,14.99,Success
9119,813,8/19/2024,14.99,Success
9120,813,9/18/2024,14.99,Success
9121,813,10/18/2024,14.99,Success
9122,813,11/17/2024,14.99,Failed
9123,813,12/17/2024,14.99,Success
9124,814,3/22/2024,14.99,Success
9125,814,4/21/2024,14.99,Success
9126,814,5/21/2024,14.99,Success
9127,814,6/20/2024,14.99,Success
9128,814,7/20/2024,14.99,Success
9129,814,8/19/2024,14.99,Success
9130,814,9/18/2024,14.99,Success
9131,814,10/18/2024,14.99,Success
9132,814,11/17/2024,14.99,Success
9133,814,12/17/2024,14.99,Success
9134,815,8/29/2024,29.99,Success
9135,815,9/28/2024,29.99,Success
9136,815,10/28/2024,29.99,Success
9137,815,11/27/2024,29.99,Success
9138,815,12/27/2024,29.99,Success
9139,816,10/2/2023,29.99,Success
9140,816,11/1/2023,29.99,Success
9141,816,12/1/2023,29.99,Success
9142,816,12/31/2023,29.99,Success
9143,816,1/30/2024,29.99,Success
9144,816,2/29/2024,29.99,Success
9145,816,3/30/2024,29.99,Success
9146,816,4/29/2024,29.99,Success
9147,816,5/29/2024,29.99,Success
9148,816,6/28/2024,29.99,Success
9149,816,7/28/2024,29.99,Success
9150,816,8/27/2024,29.99,Success
9151,816,9/26/2024,29.99,Success
9152,816,10/26/2024,29.99,Success
9153,816,11/25/2024,29.99,Success
9154,817,11/27/2023,29.99,Success
9155,817,12/27/2023,29.99,Success
9156,817,1/26/2024,29.99,Success
9157,817,2/25/2024,29.99,Success
9158,817,3/26/2024,29.99,Success
9159,817,4/25/2024,29.99,Success
9160,817,5/25/2024,29.99,Success
9161,817,6/24/2024,29.99,Success
9162,817,7/24/2024,29.99,Success
9163,817,8/23/2024,29.99,Success
9164,817,9/22/2024,29.99,Success
9165,817,10/22/2024,29.99,Success
9166,817,11/21/2024,29.99,Success
9167,817,12/21/2024,29.99,Success
9168,818,9/9/2023,14.99,Success
9169,818,10/9/2023,14.99,Success
9170,818,11/8/2023,14.99,Success
9171,818,12/8/2023,14.99,Success
9172,818,1/7/2024,14.99,Success
9173,818,2/6/2024,14.99,Success
9174,818,3/7/2024,14.99,Success
9175,818,4/6/2024,14.99,Success
9176,818,5/6/2024,14.99,Success
9177,818,6/5/2024,14.99,Success
9178,818,7/5/2024,14.99,Success
9179,818,8/4/2024,14.99,Success
9180,818,9/3/2024,14.99,Success
9181,818,10/3/2024,14.99,Success
9182,818,11/2/2024,14.99,Success
9183,818,12/2/2024,14.99,Success
9184,819,3/30/2023,14.99,Success
9185,819,4/29/2023,14.99,Success
9186,819,5/29/2023,14.99,Success
9187,819,6/28/2023,14.99,Success
9188,819,7/28/2023,14.99,Failed
9189,819,8/27/2023,14.99,Success
9190,819,9/26/2023,14.99,Failed
9191,819,10/26/2023,14.99,Success
9192,819,11/25/2023,14.99,Success
9193,819,12/25/2023,14.99,Failed
9194,819,1/24/2024,14.99,Success
9195,819,2/23/2024,14.99,Failed
9196,819,3/24/2024,14.99,Success
9197,820,10/13/2023,49.99,Success
9198,820,11/12/2023,49.99,Success
9199,820,12/12/2023,49.99,Success
9200,820,1/11/2024,49.99,Success
9201,820,2/10/2024,49.99,Success
9202,820,3/11/2024,49.99,Success
9203,820,4/10/2024,49.99,Success
9204,820,5/10/2024,49.99,Success
9205,820,6/9/2024,49.99,Success
9206,820,7/9/2024,49.99,Success
9207,820,8/8/2024,49.99,Success
9208,820,9/7/2024,49.99,Success
9209,820,10/7/2024,49.99,Success
9210,820,11/6/2024,49.99,Success
9211,820,12/6/2024,49.99,Success
9212,821,4/6/2024,49.99,Success
9213,821,5/6/2024,49.99,Success
9214,821,6/5/2024,49.99,Success
9215,821,7/5/2024,49.99,Success
9216,821,8/4/2024,49.99,Success
9217,821,9/3/2024,49.99,Success
9218,821,10/3/2024,49.99,Success
9219,821,11/2/2024,49.99,Success
9220,821,12/2/2024,49.99,Success
9221,822,9/7/2023,29.99,Success
9222,822,10/7/2023,29.99,Success
9223,822,11/6/2023,29.99,Success
9224,822,12/6/2023,29.99,Success
9225,822,1/5/2024,29.99,Failed
9226,822,2/4/2024,29.99,Success
9227,822,3/5/2024,29.99,Success
9228,822,4/4/2024,29.99,Success
9229,822,5/4/2024,29.99,Success
9230,822,6/3/2024,29.99,Success
9231,822,7/3/2024,29.99,Success
9232,822,8/2/2024,29.99,Success
9233,822,9/1/2024,29.99,Success
9234,822,10/1/2024,29.99,Success
9235,822,10/31/2024,29.99,Success
9236,822,11/30/2024,29.99,Success
9237,822,12/30/2024,29.99,Success
9238,823,4/20/2024,14.99,Success
9239,823,5/20/2024,14.99,Success
9240,823,6/19/2024,14.99,Success
9241,823,7/19/2024,14.99,Success
9242,823,8/18/2024,14.99,Success
9243,823,9/17/2024,14.99,Success
9244,823,10/17/2024,14.99,Success
9245,823,11/16/2024,14.99,Success
9246,823,12/16/2024,14.99,Success
9247,824,8/6/2024,14.99,Success
9248,824,9/5/2024,14.99,Success
9249,824,10/5/2024,14.99,Success
9250,824,11/4/2024,14.99,Success
9251,824,12/4/2024,14.99,Success
9252,825,9/16/2024,29.99,Success
9253,825,10/16/2024,29.99,Success
9254,825,11/15/2024,29.99,Success
9255,825,12/15/2024,29.99,Success
9256,826,11/15/2024,29.99,Success
9257,826,12/15/2024,29.99,Success
9258,827,1/24/2024,14.99,Success
9259,827,2/23/2024,14.99,Failed
9260,827,3/24/2024,14.99,Failed
9261,827,4/23/2024,14.99,Failed
9262,828,12/11/2023,29.99,Success
9263,828,1/10/2024,29.99,Success
9264,828,2/9/2024,29.99,Success
9265,828,3/10/2024,29.99,Success
9266,828,4/9/2024,29.99,Success
9267,828,5/9/2024,29.99,Success
9268,828,6/8/2024,29.99,Success
9269,828,7/8/2024,29.99,Success
9270,828,8/7/2024,29.99,Success
9271,828,9/6/2024,29.99,Success
9272,828,10/6/2024,29.99,Success
9273,828,11/5/2024,29.99,Success
9274,828,12/5/2024,29.99,Success
9275,829,1/30/2023,49.99,Success
9276,829,3/1/2023,49.99,Success
9277,829,3/31/2023,49.99,Success
9278,829,4/30/2023,49.99,Failed
9279,829,5/30/2023,49.99,Success
9280,829,6/29/2023,49.99,Success
9281,829,7/29/2023,49.99,Success
9282,829,8/28/2023,49.99,Success
9283,830,5/21/2024,14.99,Success
9284,830,6/20/2024,14.99,Success
9285,830,7/20/2024,14.99,Success
9286,830,8/19/2024,14.99,Success
9287,830,9/18/2024,14.99,Success
9288,830,10/18/2024,14.99,Success
9289,830,11/17/2024,14.99,Success
9290,830,12/17/2024,14.99,Success
9291,831,11/29/2023,29.99,Success
9292,831,12/29/2023,29.99,Success
9293,831,1/28/2024,29.99,Success
9294,831,2/27/2024,29.99,Success
9295,831,3/28/2024,29.99,Success
9296,831,4/27/2024,29.99,Success
9297,831,5/27/2024,29.99,Success
9298,831,6/26/2024,29.99,Success
9299,831,7/26/2024,29.99,Failed
9300,831,8/25/2024,29.99,Success
9301,831,9/24/2024,29.99,Success
9302,831,10/24/2024,29.99,Failed
9303,831,11/23/2024,29.99,Success
9304,831,12/23/2024,29.99,Success
9305,832,7/6/2023,49.99,Success
9306,832,8/5/2023,49.99,Success
9307,832,9/4/2023,49.99,Success
9308,832,10/4/2023,49.99,Success
9309,832,11/3/2023,49.99,Success
9310,832,12/3/2023,49.99,Success
9311,832,1/2/2024,49.99,Success
9312,832,2/1/2024,49.99,Success
9313,832,3/2/2024,49.99,Success
9314,832,4/1/2024,49.99,Success
9315,832,5/1/2024,49.99,Success
9316,832,5/31/2024,49.99,Success
9317,832,6/30/2024,49.99,Success
9318,832,7/30/2024,49.99,Success
9319,832,8/29/2024,49.99,Success
9320,832,9/28/2024,49.99,Success
9321,832,10/28/2024,49.99,Success
9322,832,11/27/2024,49.99,Success
9323,832,12/27/2024,49.99,Success
9324,833,5/14/2024,29.99,Success
9325,833,6/13/2024,29.99,Success
9326,833,7/13/2024,29.99,Success
9327,833,8/12/2024,29.99,Success
9328,833,9/11/2024,29.99,Success
9329,833,10/11/2024,29.99,Success
9330,833,11/10/2024,29.99,Success
9331,833,12/10/2024,29.99,Success
9332,834,8/6/2023,14.99,Success
9333,834,9/5/2023,14.99,Success
9334,834,10/5/2023,14.99,Success
9335,834,11/4/2023,14.99,Success
9336,834,12/4/2023,14.99,Success
9337,834,1/3/2024,14.99,Success
9338,834,2/2/2024,14.99,Success
9339,834,3/3/2024,14.99,Success
9340,834,4/2/2024,14.99,Success
9341,834,5/2/2024,14.99,Success
9342,834,6/1/2024,14.99,Success
9343,834,7/1/2024,14.99,Success
9344,834,7/31/2024,14.99,Success
9345,834,8/30/2024,14.99,Success
9346,834,9/29/2024,14.99,Success
9347,834,10/29/2024,14.99,Success
9348,834,11/28/2024,14.99,Success
9349,834,12/28/2024,14.99,Success
9350,835,12/30/2023,29.99,Success
9351,835,1/29/2024,29.99,Success
9352,835,2/28/2024,29.99,Success
9353,835,3/29/2024,29.99,Success
9354,835,4/28/2024,29.99,Failed
9355,835,5/28/2024,29.99,Success
9356,835,6/27/2024,29.99,Success
9357,835,7/27/2024,29.99,Success
9358,835,8/26/2024,29.99,Success
9359,835,9/25/2024,29.99,Success
9360,835,10/25/2024,29.99,Success
9361,835,11/24/2024,29.99,Success
9362,835,12/24/2024,29.99,Success
9363,836,9/22/2023,29.99,Success
9364,836,10/22/2023,29.99,Failed
9365,837,12/15/2023,29.99,Failed
9366,837,1/14/2024,29.99,Success
9367,837,2/13/2024,29.99,Success
9368,837,3/14/2024,29.99,Success
9369,837,4/13/2024,29.99,Failed
9370,837,5/13/2024,29.99,Success
9371,837,6/12/2024,29.99,Success
9372,837,7/12/2024,29.99,Success
9373,837,8/11/2024,29.99,Success
9374,837,9/10/2024,29.99,Success
9375,837,10/10/2024,29.99,Success
9376,837,11/9/2024,29.99,Success
9377,837,12/9/2024,29.99,Success
9378,838,10/14/2023,29.99,Success
9379,838,11/13/2023,29.99,Failed
9380,838,12/13/2023,29.99,Failed
9381,838,1/12/2024,29.99,Success
9382,839,9/2/2024,49.99,Success
9383,839,10/2/2024,49.99,Success
9384,839,11/1/2024,49.99,Success
9385,839,12/1/2024,49.99,Success
9386,839,12/31/2024,49.99,Success
9387,840,12/19/2024,14.99,Success
9388,841,10/10/2023,49.99,Success
9389,841,11/9/2023,49.99,Success
9390,841,12/9/2023,49.99,Success
9391,841,1/8/2024,49.99,Success
9392,841,2/7/2024,49.99,Success
9393,841,3/8/2024,49.99,Success
9394,841,4/7/2024,49.99,Success
9395,841,5/7/2024,49.99,Success
9396,841,6/6/2024,49.99,Success
9397,841,7/6/2024,49.99,Success
9398,841,8/5/2024,49.99,Success
9399,841,9/4/2024,49.99,Success
9400,841,10/4/2024,49.99,Success
9401,841,11/3/2024,49.99,Success
9402,841,12/3/2024,49.99,Success
9403,842,7/23/2024,14.99,Success
9404,842,8/22/2024,14.99,Success
9405,842,9/21/2024,14.99,Success
9406,842,10/21/2024,14.99,Success
9407,842,11/20/2024,14.99,Success
9408,842,12/20/2024,14.99,Failed
9409,843,1/11/2023,29.99,Success
9410,843,2/10/2023,29.99,Success
9411,843,3/12/2023,29.99,Success
9412,843,4/11/2023,29.99,Success
9413,843,5/11/2023,29.99,Success
9414,843,6/10/2023,29.99,Success
9415,843,7/10/2023,29.99,Success
9416,843,8/9/2023,29.99,Success
9417,843,9/8/2023,29.99,Success
9418,843,10/8/2023,29.99,Success
9419,843,11/7/2023,29.99,Success
9420,843,12/7/2023,29.99,Success
9421,843,1/6/2024,29.99,Success
9422,843,2/5/2024,29.99,Success
9423,843,3/6/2024,29.99,Success
9424,843,4/5/2024,29.99,Success
9425,843,5/5/2024,29.99,Success
9426,843,6/4/2024,29.99,Success
9427,843,7/4/2024,29.99,Success
9428,843,8/3/2024,29.99,Success
9429,843,9/2/2024,29.99,Success
9430,843,10/2/2024,29.99,Success
9431,843,11/1/2024,29.99,Success
9432,843,12/1/2024,29.99,Success
9433,843,12/31/2024,29.99,Success
9434,844,6/13/2024,14.99,Success
9435,844,7/13/2024,14.99,Success
9436,844,8/12/2024,14.99,Success
9437,844,9/11/2024,14.99,Success
9438,844,10/11/2024,14.99,Success
9439,844,11/10/2024,14.99,Success
9440,844,12/10/2024,14.99,Success
9441,845,7/15/2023,49.99,Success
9442,845,8/14/2023,49.99,Success
9443,845,9/13/2023,49.99,Success
9444,845,10/13/2023,49.99,Success
9445,845,11/12/2023,49.99,Success
9446,845,12/12/2023,49.99,Success
9447,845,1/11/2024,49.99,Success
9448,845,2/10/2024,49.99,Success
9449,845,3/11/2024,49.99,Success
9450,845,4/10/2024,49.99,Success
9451,845,5/10/2024,49.99,Success
9452,845,6/9/2024,49.99,Success
9453,845,7/9/2024,49.99,Success
9454,845,8/8/2024,49.99,Success
9455,845,9/7/2024,49.99,Success
9456,845,10/7/2024,49.99,Failed
9457,845,11/6/2024,49.99,Success
9458,845,12/6/2024,49.99,Success
9459,846,3/29/2023,29.99,Success
9460,846,4/28/2023,29.99,Success
9461,846,5/28/2023,29.99,Success
9462,846,6/27/2023,29.99,Success
9463,846,7/27/2023,29.99,Success
9464,846,8/26/2023,29.99,Success
9465,846,9/25/2023,29.99,Success
9466,846,10/25/2023,29.99,Success
9467,846,11/24/2023,29.99,Success
9468,846,12/24/2023,29.99,Success
9469,846,1/23/2024,29.99,Success
9470,846,2/22/2024,29.99,Success
9471,846,3/23/2024,29.99,Success
9472,846,4/22/2024,29.99,Success
9473,846,5/22/2024,29.99,Success
9474,846,6/21/2024,29.99,Success
9475,846,7/21/2024,29.99,Failed
9476,846,8/20/2024,29.99,Success
9477,846,9/19/2024,29.99,Success
9478,846,10/19/2024,29.99,Success
9479,846,11/18/2024,29.99,Success
9480,846,12/18/2024,29.99,Success
9481,847,9/5/2023,14.99,Success
9482,847,10/5/2023,14.99,Success
9483,847,11/4/2023,14.99,Success
9484,847,12/4/2023,14.99,Success
9485,847,1/3/2024,14.99,Success
9486,847,2/2/2024,14.99,Success
9487,847,3/3/2024,14.99,Success
9488,847,4/2/2024,14.99,Success
9489,847,5/2/2024,14.99,Success
9490,847,6/1/2024,14.99,Success
9491,847,7/1/2024,14.99,Success
9492,847,7/31/2024,14.99,Success
9493,847,8/30/2024,14.99,Success
9494,847,9/29/2024,14.99,Success
9495,847,10/29/2024,14.99,Success
9496,847,11/28/2024,14.99,Success
9497,847,12/28/2024,14.99,Success
9498,848,2/21/2024,14.99,Success
