user_id,signup_date,plan_type,monthly_fee,churn,churn_date
636,5/1/2024,Premium,49.99,No,
637,4/5/2024,Premium,49.99,No,
638,9/23/2023,Basic,14.99,No,
639,9/11/2023,Basic,14.99,Yes,12/31/2024
640,10/14/2024,Basic,14.99,Yes,11/23/2024
641,10/11/2023,Basic,14.99,No,
642,6/17/2024,Standard,29.99,No,
643,5/11/2024,Premium,49.99,Yes,12/31/2024
644,10/3/2024,Basic,14.99,No,
645,9/2/2023,Basic,14.99,No,
646,10/9/2023,Premium,49.99,No,
647,3/26/2024,Basic,14.99,No,
648,3/21/2023,Standard,29.99,No,
649,10/20/2023,Standard,29.99,No,
650,8/29/2023,Basic,14.99,No,
651,10/6/2023,Basic,14.99,No,
652,12/10/2023,Basic,14.99,No,
653,11/24/2023,Standard,29.99,Yes,12/31/2024
654,7/7/2024,Standard,29.99,No,
655,3/24/2023,Basic,14.99,No,
656,5/22/2023,Basic,14.99,Yes,9/30/2023
657,6/4/2023,Standard,29.99,No,
658,8/25/2023,Standard,29.99,Yes,12/31/2024
659,1/28/2024,Premium,49.99,No,
660,12/11/2024,Standard,29.99,Yes,12/31/2024
661,6/6/2023,Standard,29.99,No,
662,12/24/2024,Standard,29.99,No,
663,8/8/2023,Premium,49.99,Yes,12/19/2023
664,3/7/2023,Basic,14.99,No,
665,2/29/2024,Standard,29.99,Yes,11/18/2024
666,2/22/2024,Standard,29.99,Yes,12/31/2024
667,12/5/2023,Standard,29.99,No,
668,7/9/2024,Basic,14.99,Yes,11/29/2024
669,4/22/2024,Basic,14.99,No,
670,3/1/2024,Basic,14.99,Yes,12/31/2024
671,3/5/2023,Basic,14.99,No,
672,7/31/2023,Premium,49.99,Yes,6/17/2024
673,3/6/2024,Premium,49.99,No,
674,2/3/2024,Basic,14.99,No,
675,8/21/2024,Basic,14.99,No,
676,12/13/2024,Basic,14.99,No,
677,1/21/2023,Premium,49.99,No,
678,8/12/2024,Standard,29.99,No,
679,1/25/2024,Basic,14.99,No,
680,5/3/2024,Basic,14.99,No,
681,1/7/2023,Basic,14.99,No,
682,12/27/2023,Standard,29.99,No,
683,11/2/2023,Basic,14.99,No,
684,2/4/2024,Premium,49.99,No,
685,3/5/2024,Standard,29.99,No,
686,7/5/2024,Basic,14.99,No,
687,7/13/2024,Basic,14.99,Yes,12/25/2024
688,9/9/2024,Standard,29.99,No,
689,8/14/2023,Basic,14.99,Yes,6/16/2024
690,5/14/2024,Basic,14.99,No,
691,8/13/2023,Standard,29.99,No,
692,10/7/2023,Basic,14.99,No,
693,3/22/2024,Basic,14.99,No,
694,5/12/2024,Standard,29.99,Yes,6/20/2024
695,1/30/2023,Basic,14.99,No,
696,2/3/2024,Standard,29.99,No,
697,12/11/2023,Basic,14.99,No,
698,11/15/2024,Basic,14.99,Yes,12/31/2024
699,11/26/2024,Basic,14.99,No,
700,2/19/2024,Basic,14.99,No,
701,6/19/2023,Premium,49.99,No,
702,4/23/2024,Standard,29.99,No,
703,5/11/2023,Standard,29.99,No,
704,9/29/2024,Basic,14.99,Yes,12/31/2024
705,6/30/2024,Basic,14.99,No,
706,1/28/2023,Premium,49.99,No,
707,2/8/2024,Standard,29.99,Yes,12/31/2024
708,8/29/2024,Basic,14.99,No,
709,7/31/2024,Standard,29.99,Yes,12/31/2024
710,11/9/2024,Basic,14.99,No,
711,1/28/2023,Standard,29.99,Yes,7/15/2023
712,3/27/2023,Standard,29.99,No,
713,10/20/2024,Basic,14.99,No,
714,3/14/2024,Basic,14.99,No,
715,5/19/2023,Standard,29.99,No,
716,4/17/2024,Basic,14.99,No,
717,7/6/2023,Standard,29.99,No,
718,2/21/2023,Premium,49.99,No,
719,9/24/2023,Standard,29.99,No,
720,1/24/2024,Standard,29.99,No,
721,12/2/2023,Basic,14.99,No,
722,8/5/2023,Basic,14.99,No,
723,4/10/2024,Standard,29.99,No,
724,12/1/2023,Standard,29.99,No,
725,12/12/2023,Standard,29.99,No,
726,1/24/2024,Basic,14.99,No,
727,10/12/2023,Basic,14.99,No,
728,3/7/2024,Standard,29.99,No,
729,9/16/2023,Basic,14.99,Yes,12/31/2024
730,3/25/2023,Basic,14.99,Yes,6/23/2024
731,4/26/2024,Basic,14.99,No,
732,1/20/2023,Premium,49.99,No,
733,7/6/2024,Premium,49.99,No,
734,2/23/2023,Basic,14.99,No,
735,12/25/2023,Standard,29.99,No,
736,8/18/2023,Basic,14.99,No,
737,10/27/2024,Basic,14.99,No,
738,3/12/2023,Premium,49.99,No,
739,10/29/2024,Basic,14.99,No,
740,2/11/2023,Standard,29.99,Yes,5/19/2023
741,2/1/2023,Standard,29.99,No,
742,9/11/2023,Standard,29.99,Yes,8/4/2024
743,7/24/2023,Basic,14.99,No,
744,1/21/2023,Basic,14.99,No,
745,9/28/2024,Premium,49.99,No,
746,6/6/2023,Standard,29.99,Yes,7/22/2023
747,9/2/2023,Premium,49.99,Yes,11/29/2023
748,5/10/2023,Standard,29.99,No,
749,4/29/2024,Basic,14.99,No,
750,11/16/2024,Premium,49.99,No,
751,4/28/2023,Standard,29.99,Yes,2/23/2024
752,7/31/2024,Premium,49.99,No,
753,8/12/2023,Premium,49.99,No,
754,4/21/2024,Basic,14.99,No,
755,12/17/2024,Standard,29.99,No,
756,9/20/2023,Standard,29.99,No,
757,1/13/2024,Standard,29.99,Yes,12/31/2024
758,6/21/2023,Basic,14.99,No,
759,9/12/2024,Standard,29.99,Yes,12/31/2024
760,9/13/2024,Premium,49.99,Yes,12/31/2024
761,4/28/2023,Basic,14.99,No,
762,6/17/2023,Standard,29.99,No,
763,11/15/2023,Standard,29.99,Yes,1/13/2024
764,4/21/2023,Premium,49.99,No,
765,8/15/2024,Standard,29.99,Yes,12/31/2024
766,1/27/2023,Standard,29.99,No,
767,11/16/2023,Basic,14.99,Yes,12/31/2024
768,8/12/2024,Basic,14.99,No,
769,11/24/2024,Premium,49.99,No,
770,1/20/2024,Standard,29.99,No,
771,2/11/2024,Standard,29.99,No,
772,7/23/2023,Premium,49.99,No,
773,3/19/2023,Premium,49.99,Yes,11/24/2024
774,8/29/2024,Basic,14.99,No,
775,12/8/2024,Basic,14.99,No,
776,10/4/2024,Premium,49.99,No,
777,9/6/2023,Basic,14.99,No,
778,4/15/2023,Standard,29.99,No,
779,12/14/2024,Standard,29.99,No,
780,11/5/2023,Basic,14.99,No,
781,12/1/2024,Basic,14.99,No,
782,9/6/2024,Basic,14.99,No,
783,5/4/2023,Basic,14.99,No,
784,8/2/2024,Standard,29.99,No,
785,2/12/2023,Basic,14.99,No,
786,12/22/2023,Standard,29.99,No,
787,6/29/2024,Standard,29.99,No,
788,3/14/2024,Premium,49.99,No,
789,11/8/2024,Premium,49.99,No,
790,1/15/2024,Basic,14.99,Yes,3/14/2024
791,3/12/2023,Premium,49.99,Yes,9/26/2023
792,6/2/2024,Basic,14.99,Yes,11/24/2024
793,10/25/2024,Basic,14.99,Yes,12/31/2024
794,12/16/2023,Premium,49.99,No,
795,1/13/2023,Standard,29.99,No,
796,3/6/2024,Standard,29.99,No,
797,5/16/2024,Basic,14.99,No,
798,4/19/2023,Premium,49.99,No,
799,3/19/2024,Standard,29.99,No,
800,1/6/2024,Basic,14.99,No,
801,10/12/2024,Basic,14.99,Yes,12/31/2024
802,4/15/2024,Basic,14.99,No,
803,12/25/2024,Basic,14.99,No,
804,6/6/2023,Basic,14.99,No,
805,3/21/2024,Premium,49.99,No,
806,6/30/2023,Basic,14.99,No,
807,6/18/2024,Standard,29.99,No,
808,10/28/2024,Basic,14.99,Yes,12/31/2024
809,10/4/2023,Basic,14.99,Yes,2/18/2024
810,9/22/2024,Basic,14.99,No,
811,7/5/2024,Standard,29.99,No,
812,5/10/2024,Basic,14.99,Yes,10/21/2024
813,4/21/2024,Basic,14.99,No,
814,3/22/2024,Basic,14.99,No,
815,8/29/2024,Standard,29.99,No,
816,10/2/2023,Standard,29.99,Yes,12/4/2024
817,11/27/2023,Standard,29.99,No,
818,9/9/2023,Basic,14.99,No,
819,3/30/2023,Basic,14.99,Yes,4/15/2024
820,10/13/2023,Premium,49.99,No,
821,4/6/2024,Premium,49.99,Yes,12/31/2024
822,9/7/2023,Standard,29.99,No,
823,4/20/2024,Basic,14.99,No,
824,8/6/2024,Basic,14.99,No,
825,9/16/2024,Standard,29.99,No,
826,11/15/2024,Standard,29.99,No,
827,1/24/2024,Basic,14.99,Yes,5/3/2024
828,12/11/2023,Standard,29.99,No,
829,1/30/2023,Premium,49.99,Yes,9/9/2023
830,5/21/2024,Basic,14.99,No,
831,11/29/2023,Standard,29.99,Yes,12/31/2024
832,7/6/2023,Premium,49.99,No,
833,5/14/2024,Standard,29.99,No,
834,8/6/2023,Basic,14.99,No,
835,12/30/2023,Standard,29.99,Yes,12/31/2024
836,9/22/2023,Standard,29.99,Yes,11/10/2023
837,12/15/2023,Standard,29.99,No,
838,10/14/2023,Standard,29.99,Yes,1/30/2024
839,9/2/2024,Premium,49.99,No,
840,12/19/2024,Basic,14.99,No,
841,10/10/2023,Premium,49.99,No,
842,7/23/2024,Basic,14.99,Yes,12/31/2024
843,1/11/2023,Standard,29.99,No,
844,6/13/2024,Basic,14.99,No,
845,7/15/2023,Premium,49.99,No,
846,3/29/2023,Standard,29.99,No,
847,9/5/2023,Basic,14.99,No,
848,2/21/2024,Basic,14.99,No,
849,5/15/2024,Standard,29.99,No,
850,7/22/2024,Standard,29.99,No,
851,9/4/2023,Premium,49.99,No,
852,12/8/2024,Basic,14.99,No,
853,5/2/2024,Standard,29.99,No,
854,10/23/2024,Premium,49.99,No,
855,12/29/2024,Basic,14.99,No,
856,5/17/2024,Basic,14.99,Yes,9/24/2024
857,4/3/2024,Standard,29.99,No,
858,1/18/2023,Basic,14.99,No,
859,4/6/2023,Premium,49.99,No,
860,10/29/2023,Basic,14.99,No,
861,8/15/2023,Basic,14.99,No,
862,2/19/2024,Standard,29.99,Yes,12/31/2024
863,12/9/2024,Basic,14.99,No,
864,9/7/2023,Basic,14.99,Yes,10/31/2023
865,11/10/2023,Basic,14.99,Yes,12/31/2024
866,11/10/2024,Basic,14.99,No,
867,8/18/2024,Basic,14.99,No,
868,1/13/2024,Premium,49.99,Yes,12/31/2024
869,4/29/2024,Standard,29.99,No,
870,7/20/2024,Standard,29.99,No,
871,6/27/2024,Standard,29.99,No,
872,12/19/2023,Basic,14.99,Yes,12/31/2024
873,3/11/2024,Basic,14.99,Yes,5/20/2024
874,7/17/2024,Standard,29.99,Yes,12/31/2024
875,12/5/2023,Standard,29.99,No,
876,12/27/2023,Premium,49.99,No,
877,12/20/2024,Premium,49.99,No,
878,4/9/2024,Basic,14.99,No,
879,10/5/2023,Basic,14.99,No,
880,11/10/2023,Basic,14.99,Yes,9/8/2024
881,9/15/2023,Premium,49.99,Yes,12/20/2023
882,8/25/2023,Standard,29.99,No,
883,5/4/2023,Basic,14.99,Yes,9/27/2023
884,7/17/2023,Basic,14.99,No,
885,11/20/2023,Premium,49.99,Yes,12/10/2024
886,5/3/2023,Basic,14.99,No,
887,7/2/2024,Standard,29.99,No,
888,12/7/2024,Basic,14.99,No,
889,7/9/2023,Standard,29.99,No,
890,7/16/2023,Standard,29.99,No,
891,8/10/2023,Premium,49.99,Yes,11/12/2024
892,5/10/2024,Basic,14.99,Yes,12/31/2024
893,10/11/2023,Premium,49.99,No,
894,8/26/2024,Standard,29.99,No,
895,6/21/2024,Premium,49.99,No,
896,9/3/2024,Standard,29.99,No,
897,10/17/2023,Standard,29.99,No,
898,4/13/2023,Basic,14.99,Yes,6/11/2023
899,7/18/2023,Basic,14.99,No,
900,10/31/2023,Basic,14.99,No,
901,8/21/2023,Basic,14.99,Yes,3/28/2024
902,1/5/2024,Basic,14.99,No,
903,7/3/2023,Premium,49.99,No,
904,11/6/2023,Standard,29.99,No,
905,1/15/2023,Basic,14.99,Yes,6/6/2023
906,12/26/2024,Basic,14.99,No,
907,6/30/2024,Basic,14.99,No,
908,5/10/2023,Standard,29.99,No,
909,10/8/2023,Basic,14.99,Yes,10/22/2024
910,2/16/2023,Premium,49.99,No,
911,2/25/2023,Premium,49.99,No,
912,7/20/2024,Standard,29.99,No,
913,10/27/2023,Basic,14.99,No,
914,12/15/2024,Basic,14.99,No,
915,5/10/2023,Standard,29.99,No,
916,10/15/2024,Basic,14.99,No,
917,5/17/2024,Standard,29.99,No,
918,4/16/2023,Standard,29.99,Yes,12/31/2024
919,1/13/2023,Basic,14.99,No,
920,8/10/2024,Premium,49.99,No,
921,10/19/2023,Basic,14.99,No,
922,4/25/2024,Premium,49.99,No,
923,5/5/2024,Basic,14.99,No,
924,3/27/2024,Basic,14.99,Yes,12/31/2024
925,12/15/2023,Basic,14.99,No,
926,7/8/2023,Premium,49.99,No,
927,2/22/2023,Standard,29.99,Yes,10/8/2023
928,9/16/2023,Basic,14.99,Yes,2/16/2024
929,5/4/2024,Basic,14.99,No,
930,4/27/2023,Basic,14.99,Yes,7/19/2023
931,3/8/2023,Premium,49.99,No,
932,2/15/2024,Basic,14.99,No,
933,5/18/2024,Basic,14.99,No,
934,3/17/2023,Standard,29.99,No,
935,8/13/2024,Standard,29.99,No,
936,10/6/2024,Premium,49.99,Yes,11/5/2024
937,12/3/2024,Basic,14.99,No,
938,2/24/2023,Premium,49.99,No,
939,6/5/2023,Basic,14.99,No,
940,6/2/2023,Basic,14.99,No,
941,7/30/2024,Premium,49.99,No,
942,11/8/2023,Premium,49.99,Yes,12/31/2024
943,3/29/2023,Basic,14.99,No,
944,9/12/2023,Standard,29.99,Yes,2/15/2024
945,5/2/2023,Standard,29.99,Yes,1/20/2024
946,7/25/2024,Premium,49.99,No,
947,3/2/2024,Basic,14.99,No,
948,9/12/2024,Basic,14.99,No,
949,9/2/2024,Standard,29.99,No,
950,9/25/2024,Standard,29.99,No,
951,8/20/2023,Basic,14.99,Yes,9/21/2023
952,6/19/2024,Standard,29.99,Yes,12/31/2024
953,1/25/2024,Standard,29.99,Yes,3/6/2024
954,4/6/2024,Basic,14.99,No,
955,3/29/2024,Standard,29.99,Yes,6/15/2024
956,11/1/2023,Basic,14.99,No,
957,8/25/2024,Premium,49.99,Yes,12/31/2024
958,3/15/2024,Basic,14.99,No,
959,11/9/2023,Basic,14.99,No,
960,8/5/2024,Standard,29.99,No,
961,9/27/2024,Standard,29.99,No,
962,3/3/2023,Premium,49.99,No,
963,9/16/2024,Basic,14.99,No,
964,4/12/2023,Standard,29.99,No,
965,8/1/2023,Standard,29.99,No,
966,10/2/2024,Standard,29.99,No,
967,8/5/2023,Basic,14.99,No,
968,9/28/2023,Basic,14.99,No,
969,11/7/2024,Basic,14.99,Yes,12/31/2024
970,3/25/2023,Standard,29.99,No,
971,6/10/2023,Basic,14.99,No,
972,9/3/2023,Basic,14.99,No,
973,6/27/2023,Standard,29.99,No,
974,7/19/2024,Basic,14.99,No,
975,3/18/2023,Standard,29.99,No,
976,6/10/2023,Basic,14.99,No,
977,1/3/2023,Basic,14.99,No,
978,2/23/2024,Premium,49.99,No,
979,4/6/2024,Basic,14.99,Yes,6/25/2024
980,12/6/2024,Basic,14.99,No,
981,8/31/2024,Standard,29.99,No,
982,4/26/2024,Premium,49.99,Yes,11/26/2024
983,10/26/2023,Premium,49.99,No,
984,2/3/2023,Premium,49.99,No,
985,8/26/2023,Basic,14.99,No,
986,10/23/2023,Basic,14.99,No,
987,12/24/2024,Basic,14.99,No,
988,10/17/2023,Basic,14.99,No,
989,12/20/2024,Standard,29.99,No,
990,4/9/2024,Premium,49.99,No,
991,3/14/2023,Basic,14.99,No,
992,12/4/2024,Basic,14.99,Yes,12/31/2024
993,8/28/2023,Premium,49.99,No,
994,9/28/2023,Basic,14.99,No,
995,10/2/2024,Basic,14.99,No,
996,8/26/2024,Standard,29.99,No,
997,11/8/2024,Basic,14.99,No,
998,7/22/2023,Premium,49.99,No,
999,3/11/2024,Standard,29.99,No,
1000,4/28/2023,Basic,14.99,No,
1001,7/11/2024,Basic,14.99,No,
1002,8/19/2023,Standard,29.99,Yes,6/10/2024
1003,10/25/2024,Standard,29.99,No,
1004,6/2/2023,Standard,29.99,Yes,12/31/2024
1005,9/30/2023,Basic,14.99,No,
1006,5/26/2023,Basic,14.99,No,
1007,3/15/2023,Premium,49.99,Yes,7/10/2024
1008,3/3/2023,Basic,14.99,No,
1009,6/19/2023,Standard,29.99,No,
1010,11/11/2023,Standard,29.99,No,
1011,9/1/2024,Standard,29.99,No,
1012,8/5/2024,Standard,29.99,No,
1013,10/23/2023,Basic,14.99,No,
1014,3/25/2024,Premium,49.99,No,
1015,5/8/2023,Basic,14.99,No,
1016,4/24/2024,Standard,29.99,No,
1017,12/6/2024,Standard,29.99,No,
1018,11/8/2023,Basic,14.99,Yes,9/29/2024
1019,12/17/2024,Basic,14.99,No,
1020,2/17/2024,Basic,14.99,No,
1021,10/6/2023,Basic,14.99,No,
1022,5/27/2024,Standard,29.99,No,
1023,7/6/2024,Basic,14.99,No,
1024,5/20/2024,Standard,29.99,No,
1025,3/24/2024,Standard,29.99,No,
1026,3/24/2023,Basic,14.99,No,
1027,9/4/2024,Standard,29.99,No,
1028,2/10/2023,Premium,49.99,Yes,12/8/2024
1029,3/18/2024,Basic,14.99,Yes,10/8/2024
1030,11/27/2023,Standard,29.99,Yes,5/10/2024
1031,9/10/2024,Standard,29.99,No,
1032,9/14/2023,Standard,29.99,No,
1033,1/27/2023,Standard,29.99,Yes,8/12/2024
1034,4/4/2023,Standard,29.99,Yes,7/14/2023
1035,8/23/2023,Basic,14.99,No,
1036,11/21/2024,Premium,49.99,Yes,12/31/2024
1037,8/12/2024,Premium,49.99,No,
1038,8/24/2024,Basic,14.99,No,
1039,1/22/2023,Basic,14.99,No,
1040,11/19/2024,Basic,14.99,No,
1041,10/3/2023,Standard,29.99,Yes,12/31/2024
1042,8/13/2024,Premium,49.99,No,
1043,2/11/2023,Basic,14.99,No,
1044,6/29/2023,Basic,14.99,No,
1045,4/26/2024,Basic,14.99,No,
1046,6/15/2024,Premium,49.99,No,
1047,10/29/2024,Basic,14.99,No,
1048,3/28/2024,Basic,14.99,No,
1049,10/12/2023,Standard,29.99,No,
1050,7/5/2023,Standard,29.99,No,
1051,8/22/2024,Basic,14.99,No,
1052,3/22/2024,Basic,14.99,No,
1053,10/12/2024,Premium,49.99,No,
1054,5/18/2024,Standard,29.99,No,
1055,4/4/2023,Basic,14.99,No,
1056,4/26/2024,Basic,14.99,No,
1057,12/23/2023,Basic,14.99,Yes,9/2/2024
1058,2/23/2024,Basic,14.99,No,
1059,12/8/2023,Basic,14.99,Yes,9/8/2024
1060,11/25/2023,Standard,29.99,No,
1061,11/17/2024,Standard,29.99,No,
1062,4/18/2023,Basic,14.99,No,
1063,6/14/2023,Basic,14.99,No,
1064,12/4/2023,Premium,49.99,Yes,12/31/2024
1065,2/26/2024,Standard,29.99,No,
1066,12/11/2024,Premium,49.99,No,
1067,5/22/2024,Basic,14.99,No,
1068,10/23/2023,Standard,29.99,Yes,1/20/2024
1069,11/9/2024,Standard,29.99,No,
1070,2/15/2024,Basic,14.99,Yes,8/25/2024
1071,7/17/2024,Basic,14.99,No,
1072,2/7/2023,Basic,14.99,No,
1073,4/10/2024,Premium,49.99,No,
1074,4/1/2023,Standard,29.99,No,
1075,11/19/2023,Premium,49.99,Yes,12/31/2024
1076,9/16/2023,Premium,49.99,No,
1077,11/28/2023,Basic,14.99,No,
1078,4/29/2023,Standard,29.99,Yes,11/7/2023
1079,2/18/2024,Basic,14.99,No,
1080,6/10/2024,Premium,49.99,Yes,12/31/2024
1081,1/2/2023,Standard,29.99,No,
1082,11/4/2024,Standard,29.99,No,
1083,7/9/2024,Basic,14.99,No,
1084,4/18/2024,Premium,49.99,Yes,12/31/2024
1085,2/28/2024,Standard,29.99,No,
1086,2/25/2023,Standard,29.99,Yes,5/1/2024
1087,7/12/2023,Basic,14.99,No,
1088,6/14/2024,Premium,49.99,No,
1089,1/6/2024,Standard,29.99,Yes,12/31/2024
1090,9/29/2024,Basic,14.99,No,
1091,5/25/2024,Basic,14.99,Yes,12/31/2024
1092,10/2/2024,Basic,14.99,No,
1093,3/28/2024,Standard,29.99,Yes,12/31/2024
1094,2/22/2023,Standard,29.99,No,
1095,7/28/2023,Basic,14.99,No,
1096,10/1/2023,Standard,29.99,No,
1097,7/16/2024,Premium,49.99,Yes,12/26/2024
1098,5/15/2023,Basic,14.99,No,
1099,10/22/2023,Basic,14.99,No,
1100,3/24/2024,Basic,14.99,No,
1101,12/16/2024,Standard,29.99,No,
1102,5/11/2024,Standard,29.99,No,
1103,5/5/2023,Premium,49.99,No,
1104,1/30/2023,Standard,29.99,No,
1105,10/7/2024,Standard,29.99,No,
1106,9/15/2024,Basic,14.99,Yes,12/31/2024
1107,9/3/2023,Premium,49.99,No,
1108,12/27/2024,Standard,29.99,Yes,12/31/2024
1109,6/12/2023,Premium,49.99,No,
1110,11/15/2023,Standard,29.99,No,
1111,7/18/2024,Standard,29.99,No,
1112,1/15/2023,Basic,14.99,No,
1113,7/19/2024,Basic,14.99,Yes,9/12/2024
1114,2/22/2024,Premium,49.99,No,
1115,4/6/2023,Basic,14.99,No,
1116,8/19/2023,Standard,29.99,No,
1117,4/27/2023,Basic,14.99,No,
1118,4/17/2024,Premium,49.99,No,
1119,5/1/2023,Basic,14.99,No,
1120,10/25/2024,Standard,29.99,Yes,12/31/2024
1121,6/7/2023,Standard,29.99,Yes,7/21/2023
1122,5/25/2024,Basic,14.99,No,
1123,10/26/2023,Premium,49.99,No,
1124,6/5/2024,Premium,49.99,No,
1125,12/23/2024,Standard,29.99,Yes,12/31/2024
1126,10/7/2023,Basic,14.99,No,
1127,3/1/2024,Basic,14.99,Yes,12/31/2024
1128,5/9/2024,Standard,29.99,No,
1129,4/28/2024,Basic,14.99,No,
1130,9/7/2023,Basic,14.99,No,
1131,4/12/2024,Premium,49.99,No,
1132,7/18/2024,Premium,49.99,No,
1133,5/29/2023,Basic,14.99,No,
1134,1/28/2024,Standard,29.99,Yes,12/26/2024
1135,7/15/2023,Basic,14.99,No,
1136,9/5/2024,Standard,29.99,No,
1137,6/4/2024,Standard,29.99,No,
1138,5/20/2023,Premium,49.99,No,
1139,3/13/2023,Basic,14.99,No,
1140,10/10/2023,Standard,29.99,No,
1141,2/29/2024,Basic,14.99,No,
1142,12/15/2023,Standard,29.99,No,
1143,6/3/2024,Standard,29.99,No,
1144,10/1/2023,Standard,29.99,No,
1145,1/3/2023,Standard,29.99,No,
1146,10/17/2023,Standard,29.99,No,
1147,11/2/2023,Basic,14.99,No,
1148,8/24/2024,Basic,14.99,No,
1149,8/16/2024,Premium,49.99,No,
1150,11/6/2024,Basic,14.99,No,
1151,5/16/2024,Premium,49.99,Yes,12/31/2024
1152,6/2/2023,Basic,14.99,No,
1153,4/2/2024,Premium,49.99,Yes,12/31/2024
1154,7/5/2024,Standard,29.99,No,
1155,5/10/2024,Premium,49.99,No,
1156,12/20/2023,Basic,14.99,No,
1157,12/7/2023,Basic,14.99,No,
1158,7/19/2024,Basic,14.99,No,
1159,7/10/2024,Basic,14.99,Yes,12/31/2024
1160,1/22/2024,Premium,49.99,No,
1161,4/11/2024,Basic,14.99,No,
1162,11/26/2023,Basic,14.99,No,
1163,7/13/2023,Basic,14.99,No,
1164,12/15/2024,Standard,29.99,No,
1165,9/2/2023,Basic,14.99,No,
1166,8/8/2024,Premium,49.99,Yes,12/31/2024
1167,1/28/2024,Premium,49.99,No,
1168,8/28/2023,Standard,29.99,No,
1169,2/25/2024,Premium,49.99,No,
1170,2/14/2023,Basic,14.99,No,
1171,11/22/2023,Basic,14.99,No,
1172,4/29/2024,Basic,14.99,No,
1173,12/23/2024,Basic,14.99,No,
1174,1/26/2024,Premium,49.99,No,
1175,1/31/2024,Basic,14.99,No,
1176,11/10/2024,Basic,14.99,No,
1177,10/29/2024,Standard,29.99,No,
1178,6/5/2023,Premium,49.99,No,
1179,5/22/2024,Standard,29.99,Yes,10/7/2024
1180,2/7/2023,Basic,14.99,Yes,12/26/2024
1181,5/10/2023,Basic,14.99,No,
1182,5/29/2024,Basic,14.99,No,
1183,8/27/2024,Basic,14.99,No,
1184,12/6/2023,Basic,14.99,Yes,2/20/2024
1185,4/13/2023,Basic,14.99,No,
1186,3/26/2024,Standard,29.99,No,
1187,4/13/2023,Basic,14.99,No,
1188,6/22/2024,Standard,29.99,No,
1189,4/12/2024,Premium,49.99,No,
1190,1/16/2023,Basic,14.99,Yes,4/2/2023
1191,5/28/2023,Premium,49.99,No,
1192,2/24/2024,Standard,29.99,No,
1193,11/1/2024,Standard,29.99,No,
1194,6/8/2023,Basic,14.99,No,
1195,3/18/2023,Standard,29.99,Yes,12/31/2024
1196,4/25/2024,Basic,14.99,No,
1197,9/29/2023,Standard,29.99,No,
1198,12/13/2023,Premium,49.99,No,
1199,9/30/2024,Basic,14.99,No,
1200,12/10/2024,Standard,29.99,No,
1201,2/12/2024,Basic,14.99,No,
1202,10/27/2024,Basic,14.99,Yes,12/31/2024
1203,3/24/2023,Premium,49.99,Yes,8/26/2023
1204,12/3/2023,Basic,14.99,Yes,3/14/2024
1205,11/21/2024,Basic,14.99,No,
1206,6/30/2024,Premium,49.99,No,
1207,1/25/2024,Standard,29.99,No,
1208,11/21/2023,Standard,29.99,No,
1209,10/3/2024,Standard,29.99,No,
1210,5/14/2024,Basic,14.99,No,
1211,7/8/2024,Standard,29.99,No,
1212,2/6/2023,Basic,14.99,No,
1213,9/24/2024,Basic,14.99,No,
1214,3/12/2023,Premium,49.99,No,
1215,8/29/2023,Basic,14.99,No,
1216,10/8/2024,Premium,49.99,No,
1217,12/1/2024,Premium,49.99,Yes,12/31/2024
1218,10/22/2023,Standard,29.99,Yes,12/31/2024
1219,8/21/2023,Premium,49.99,Yes,5/15/2024
1220,4/3/2023,Basic,14.99,No,
1221,3/20/2024,Basic,14.99,No,
1222,4/11/2023,Standard,29.99,No,
1223,10/10/2024,Basic,14.99,No,
1224,12/21/2024,Standard,29.99,No,
1225,4/13/2023,Premium,49.99,Yes,2/10/2024
1226,3/30/2024,Basic,14.99,Yes,9/8/2024
1227,6/20/2023,Basic,14.99,No,
1228,12/11/2024,Basic,14.99,No,
1229,11/3/2023,Basic,14.99,Yes,12/31/2024
1230,1/30/2023,Basic,14.99,No,
1231,2/17/2023,Standard,29.99,Yes,4/20/2023
1232,11/29/2023,Standard,29.99,No,
1233,2/27/2023,Standard,29.99,Yes,12/14/2024
1234,10/28/2023,Basic,14.99,No,
1235,1/3/2024,Basic,14.99,No,
1236,1/19/2024,Premium,49.99,Yes,8/2/2024
1237,3/17/2024,Basic,14.99,No,
1238,5/30/2023,Premium,49.99,No,
1239,9/8/2023,Basic,14.99,No,
1240,6/27/2024,Basic,14.99,No,
1241,2/26/2024,Basic,14.99,No,
1242,8/2/2024,Standard,29.99,No,
1243,11/29/2024,Standard,29.99,No,
1244,7/4/2023,Standard,29.99,Yes,8/5/2024
1245,6/24/2023,Basic,14.99,No,
1246,6/29/2023,Basic,14.99,Yes,12/31/2024
1247,3/22/2023,Standard,29.99,No,
1248,9/16/2024,Basic,14.99,No,
1249,1/27/2024,Basic,14.99,No,
1250,9/26/2024,Standard,29.99,No,
1251,11/30/2024,Basic,14.99,No,
1252,9/4/2023,Standard,29.99,No,
1253,5/24/2024,Premium,49.99,Yes,9/9/2024
1254,8/20/2024,Basic,14.99,No,
1255,5/27/2023,Basic,14.99,No,
1256,8/26/2023,Standard,29.99,No,
1257,4/17/2024,Basic,14.99,No,
1258,10/15/2024,Basic,14.99,No,
1259,9/18/2023,Standard,29.99,No,
1260,4/15/2024,Basic,14.99,No,
1261,9/19/2023,Standard,29.99,No,
1262,11/13/2024,Basic,14.99,No,
